year,term,date_time
1957,夏至,1957-06-22 00:20:30
1957,小暑,1957-07-07 17:48:15
1957,大暑,1957-07-23 11:14:52
1957,立秋,1957-08-08 03:32:09
1957,处暑,1957-08-23 18:07:39
1957,白露,1957-09-08 06:12:19
1957,秋分,1957-09-23 15:26:13
1957,寒露,1957-10-08 21:30:05
1957,霜降,1957-10-24 00:24:19
1957,立冬,1957-11-08 00:20:06
1957,小雪,1957-11-22 21:39:06
1957,大雪,1957-12-07 16:56:02
1957,冬至,1957-12-22 10:48:42
1958,小寒,1958-01-06 04:04:29
1958,大寒,1958-01-20 21:28:32
1958,立春,1958-02-04 15:49:13
1958,雨水,1958-02-19 11:48:22
1958,惊蛰,1958-03-06 10:04:51
1958,春分,1958-03-21 11:05:45
1958,清明,1958-04-05 15:12:24
1958,谷雨,1958-04-20 22:26:59
1958,立夏,1958-05-06 08:49:13
1958,小满,1958-05-21 21:50:59
1958,芒种,1958-06-06 13:12:07
1958,夏至,1958-06-22 05:56:49
1958,小暑,1958-07-07 23:33:21
1958,大暑,1958-07-23 16:50:29
1958,立秋,1958-08-08 09:17:10
1958,处暑,1958-08-23 23:45:54
1958,白露,1958-09-08 11:58:48
1958,秋分,1958-09-23 21:08:43
1958,寒露,1958-10-09 03:19:05
1958,霜降,1958-10-24 06:11:14
1958,立冬,1958-11-08 06:11:53
1958,小雪,1958-11-23 03:29:07
1958,大雪,1958-12-07 22:49:40
1958,冬至,1958-12-22 16:39:44
1959,小寒,1959-01-06 09:58:22
1959,大寒,1959-01-21 03:18:52
1959,立春,1959-02-04 21:42:10
1959,雨水,1959-02-19 17:37:32
1959,惊蛰,1959-03-06 15:56:34
1959,春分,1959-03-21 16:54:31
1959,清明,1959-04-05 21:03:05
1959,谷雨,1959-04-21 04:16:35
1959,立夏,1959-05-06 14:38:47
1959,小满,1959-05-22 03:42:11
1959,芒种,1959-06-06 19:00:04
1959,夏至,1959-06-22 11:49:42
1959,小暑,1959-07-08 05:19:51
1959,大暑,1959-07-23 22:45:23
1959,立秋,1959-08-08 15:04:07
1959,处暑,1959-08-24 05:43:26
1959,白露,1959-09-08 17:47:51
1959,秋分,1959-09-24 03:08:19
1959,寒露,1959-10-09 09:09:44
1959,霜降,1959-10-24 12:10:59
1959,立冬,1959-11-08 12:02:04
1959,小雪,1959-11-23 09:26:58
1959,大雪,1959-12-08 04:37:17
1959,冬至,1959-12-22 22:34:22
1960,小寒,1960-01-06 15:42:28
1960,大寒,1960-01-21 09:10:06
1960,立春,1960-02-05 03:23:11
1960,雨水,1960-02-19 23:26:22
1960,惊蛰,1960-03-05 21:36:10
1960,春分,1960-03-20 22:42:44
1960,清明,1960-04-05 02:43:39
1960,谷雨,1960-04-20 10:05:56
1960,立夏,1960-05-05 20:22:39
1960,小满,1960-05-21 09:33:30
1960,芒种,1960-06-06 00:48:38
1960,夏至,1960-06-21 17:42:17
1960,小暑,1960-07-07 11:12:43
1960,大暑,1960-07-23 04:37:29
1960,立秋,1960-08-07 20:59:45
1960,处暑,1960-08-23 11:34:24
1960,白露,1960-09-07 23:45:19
1960,秋分,1960-09-23 08:58:51
1960,寒露,1960-10-08 15:08:40
1960,霜降,1960-10-23 18:01:54
1960,立冬,1960-11-07 18:02:06
1960,小雪,1960-11-22 15:18:27
1960,大雪,1960-12-07 10:37:47
1960,冬至,1960-12-22 04:25:54
1961,小寒,1961-01-05 21:42:35
1961,大寒,1961-01-20 15:01:03
1961,立春,1961-02-04 09:22:25
1961,雨水,1961-02-19 05:16:25
1961,惊蛰,1961-03-06 03:34:44
1961,春分,1961-03-21 04:32:08
1961,清明,1961-04-05 08:42:12
1961,谷雨,1961-04-20 15:55:03
1961,立夏,1961-05-06 02:21:15
1961,小满,1961-05-21 15:22:16
1961,芒种,1961-06-06 06:46:02
1961,夏至,1961-06-21 23:30:11
1961,小暑,1961-07-07 17:06:40
1961,大暑,1961-07-23 10:23:40
1961,立秋,1961-08-08 02:48:23
1961,处暑,1961-08-23 17:18:33
1961,白露,1961-09-08 05:29:15
1961,秋分,1961-09-23 14:42:26
1961,寒露,1961-10-08 20:51:00
1961,霜降,1961-10-23 23:47:24
1961,立冬,1961-11-07 23:46:17
1961,小雪,1961-11-22 21:07:42
1961,大雪,1961-12-07 16:25:57
1961,冬至,1961-12-22 10:19:26
1962,小寒,1962-01-06 03:34:56
1962,大寒,1962-01-20 20:57:54
1962,立春,1962-02-04 15:17:19
1962,雨水,1962-02-19 11:14:35
1962,惊蛰,1962-03-06 09:29:27
1962,春分,1962-03-21 10:29:32
1962,清明,1962-04-05 14:34:10
1962,谷雨,1962-04-20 21:50:39
1962,立夏,1962-05-06 08:09:25
1962,小满,1962-05-21 21:16:27
1962,芒种,1962-06-06 12:31:14
1962,夏至,1962-06-22 05:24:03
1962,小暑,1962-07-07 22:51:05
1962,大暑,1962-07-23 16:17:52
1962,立秋,1962-08-08 08:33:36
1962,处暑,1962-08-23 23:12:21
1962,白露,1962-09-08 11:15:17
1962,秋分,1962-09-23 20:35:12
1962,寒露,1962-10-09 02:37:57
1962,霜降,1962-10-24 05:40:05
1962,立冬,1962-11-08 05:34:55
1962,小雪,1962-11-23 03:01:47
1962,大雪,1962-12-07 22:16:31
1962,冬至,1962-12-22 16:15:12
1963,小寒,1963-01-06 09:26:26
1963,大寒,1963-01-21 02:53:56
1963,立春,1963-02-04 21:07:49
1963,雨水,1963-02-19 17:08:38
1963,惊蛰,1963-03-06 15:17:10
1963,春分,1963-03-21 16:19:35
1963,清明,1963-04-05 20:18:37
1963,谷雨,1963-04-21 03:36:01
1963,立夏,1963-05-06 13:51:56
1963,小满,1963-05-22 02:58:03
1963,芒种,1963-06-06 18:14:24
1963,夏至,1963-06-22 11:03:59
1963,小暑,1963-07-08 04:37:34
1963,大暑,1963-07-23 21:59:09
1963,立秋,1963-08-08 14:25:19
1963,处暑,1963-08-24 04:57:26
1963,白露,1963-09-08 17:11:44
1963,秋分,1963-09-24 02:23:26
1963,寒露,1963-10-09 08:36:13
1963,霜降,1963-10-24 11:28:49
1963,立冬,1963-11-08 11:32:22
1963,小雪,1963-11-23 08:49:19
1963,大雪,1963-12-08 04:12:38
1963,冬至,1963-12-22 22:01:50
1964,小寒,1964-01-06 15:22:23
1964,大寒,1964-01-21 08:41:04
1964,立春,1964-02-05 03:05:01
1964,雨水,1964-02-19 22:57:20
1964,惊蛰,1964-03-05 21:16:02
1964,春分,1964-03-20 22:09:50
1964,清明,1964-04-05 02:18:18
1964,谷雨,1964-04-20 09:27:06
1964,立夏,1964-05-05 19:51:00
1964,小满,1964-05-21 08:49:47
1964,芒种,1964-06-06 00:11:43
1964,夏至,1964-06-21 16:56:46
1964,小暑,1964-07-07 10:32:02
1964,大暑,1964-07-23 03:52:41
1964,立秋,1964-08-07 20:16:10
1964,处暑,1964-08-23 10:51:03
1964,白露,1964-09-07 22:59:29
1964,秋分,1964-09-23 08:16:35
1964,寒露,1964-10-08 14:21:28
1964,霜降,1964-10-23 17:20:32
1964,立冬,1964-11-07 17:15:03
1964,小雪,1964-11-22 14:38:49
1964,大雪,1964-12-07 09:53:03
1964,冬至,1964-12-22 03:49:34
1965,小寒,1965-01-05 21:02:00
1965,大寒,1965-01-20 14:28:55
1965,立春,1965-02-04 08:46:06
1965,雨水,1965-02-19 04:47:49
1965,惊蛰,1965-03-06 03:00:35
1965,春分,1965-03-21 04:04:45
1965,清明,1965-04-05 08:06:44
1965,谷雨,1965-04-20 15:26:08
1965,立夏,1965-05-06 01:41:38
1965,小满,1965-05-21 14:50:19
1965,芒种,1965-06-06 06:02:12
1965,夏至,1965-06-21 22:55:44
1965,小暑,1965-07-07 16:21:26
1965,大暑,1965-07-23 09:48:12
1965,立秋,1965-08-08 02:04:40
1965,处暑,1965-08-23 16:42:44
1965,白露,1965-09-08 04:47:55
1965,秋分,1965-09-23 14:06:03
1965,寒露,1965-10-08 20:11:08
1965,霜降,1965-10-23 23:09:55
1965,立冬,1965-11-07 23:06:27
1965,小雪,1965-11-22 20:29:05
1965,大雪,1965-12-07 15:45:30
1965,冬至,1965-12-22 09:40:27
1966,小寒,1966-01-06 02:54:26
1966,大寒,1966-01-20 20:19:42
1966,立春,1966-02-04 14:37:48
1966,雨水,1966-02-19 10:37:42
1966,惊蛰,1966-03-06 08:51:19
1966,春分,1966-03-21 09:52:51
1966,清明,1966-04-05 13:56:31
1966,谷雨,1966-04-20 21:11:31
1966,立夏,1966-05-06 07:30:28
1966,小满,1966-05-21 20:32:00
1966,芒种,1966-06-06 11:49:35
1966,夏至,1966-06-22 04:33:20
1966,小暑,1966-07-07 22:06:58
1966,大暑,1966-07-23 15:23:13
1966,立秋,1966-08-08 07:48:55
1966,处暑,1966-08-23 22:17:40
1966,白露,1966-09-08 10:31:56
1966,秋分,1966-09-23 19:43:01
1966,寒露,1966-10-09 01:56:39
1966,霜降,1966-10-24 04:50:42
1966,立冬,1966-11-08 04:55:18
1966,小雪,1966-11-23 02:14:07
1966,大雪,1966-12-07 21:37:51
1966,冬至,1966-12-22 15:28:11
1967,小寒,1967-01-06 08:48:24
1967,大寒,1967-01-21 02:07:32
1967,立春,1967-02-04 20:30:51
1967,雨水,1967-02-19 16:23:39
1967,惊蛰,1967-03-06 14:41:54
1967,春分,1967-03-21 15:36:48
1967,清明,1967-04-05 19:44:44
1967,谷雨,1967-04-21 02:55:12
1967,立夏,1967-05-06 13:17:27
1967,小满,1967-05-22 02:17:54
1967,芒种,1967-06-06 17:36:14
1967,夏至,1967-06-22 10:22:46
1967,小暑,1967-07-08 03:53:16
1967,大暑,1967-07-23 21:15:49
1967,立秋,1967-08-08 13:34:54
1967,处暑,1967-08-24 04:12:20
1967,白露,1967-09-08 16:17:39
1967,秋分,1967-09-24 01:37:52
1967,寒露,1967-10-09 07:41:06
1967,霜降,1967-10-24 10:43:43
1967,立冬,1967-11-08 10:37:24
1967,小雪,1967-11-23 08:04:31
1967,大雪,1967-12-08 03:17:29
1967,冬至,1967-12-22 21:16:20
1968,小寒,1968-01-06 14:26:09
1968,大寒,1968-01-21 07:54:07
1968,立春,1968-02-05 02:07:22
1968,雨水,1968-02-19 22:09:15
1968,惊蛰,1968-03-05 20:17:46
1968,春分,1968-03-20 21:22:05
1968,清明,1968-04-05 01:20:56
1968,谷雨,1968-04-20 08:41:13
1968,立夏,1968-05-05 18:55:51
1968,小满,1968-05-21 08:05:54
1968,芒种,1968-06-05 23:19:11
1968,夏至,1968-06-21 16:13:18
1968,小暑,1968-07-07 09:41:43
1968,大暑,1968-07-23 03:07:26
1968,立秋,1968-08-07 19:27:12
1968,处暑,1968-08-23 10:02:51
1968,白露,1968-09-07 22:11:20
1968,秋分,1968-09-23 07:26:10
1968,寒露,1968-10-08 13:34:20
1968,霜降,1968-10-23 16:29:36
1968,立冬,1968-11-07 16:29:17
1968,小雪,1968-11-22 13:48:33
1968,大雪,1968-12-07 09:08:15
1968,冬至,1968-12-22 02:59:46
1969,小寒,1969-01-05 20:16:49
1969,大寒,1969-01-20 13:38:11
1969,立春,1969-02-04 07:58:56
1969,雨水,1969-02-19 03:54:33
1969,惊蛰,1969-03-06 02:10:43
1969,春分,1969-03-21 03:08:12
1969,清明,1969-04-05 07:14:59
1969,谷雨,1969-04-20 14:26:54
1969,立夏,1969-05-06 00:49:50
1969,小满,1969-05-21 13:49:48
1969,芒种,1969-06-06 05:11:36
1969,夏至,1969-06-21 21:55:13
1969,小暑,1969-07-07 15:31:40
1969,大暑,1969-07-23 08:48:17
1969,立秋,1969-08-08 01:14:11
1969,处暑,1969-08-23 15:43:23
1969,白露,1969-09-08 03:55:27
1969,秋分,1969-09-23 13:06:54
1969,寒露,1969-10-08 19:16:45
1969,霜降,1969-10-23 22:11:06
1969,立冬,1969-11-07 22:11:26
1969,小雪,1969-11-22 19:31:06
1969,大雪,1969-12-07 14:51:20
1969,冬至,1969-12-22 08:43:42
1970,小寒,1970-01-06 02:01:42
1970,大寒,1970-01-20 19:23:53
1970,立春,1970-02-04 13:45:49
1970,雨水,1970-02-19 09:41:54
1970,惊蛰,1970-03-06 07:58:32
1970,春分,1970-03-21 08:56:24
1970,清明,1970-04-05 13:01:43
1970,谷雨,1970-04-20 20:14:55
1970,立夏,1970-05-06 06:33:41
1970,小满,1970-05-21 19:37:13
1970,芒种,1970-06-06 10:52:07
1970,夏至,1970-06-22 03:42:31
1970,小暑,1970-07-07 21:10:29
1970,大暑,1970-07-23 14:36:47
1970,立秋,1970-08-08 06:54:04
1970,处暑,1970-08-23 21:33:50
1970,白露,1970-09-08 09:37:51
1970,秋分,1970-09-23 18:59:00
1970,寒露,1970-10-09 01:01:36
1970,霜降,1970-10-24 04:04:20
1970,立冬,1970-11-08 03:57:45
1970,小雪,1970-11-23 01:24:33
1970,大雪,1970-12-07 20:37:17
1970,冬至,1970-12-22 14:35:44
1971,小寒,1971-01-06 07:45:12
1971,大寒,1971-01-21 01:12:51
1971,立春,1971-02-04 19:25:35
1971,雨水,1971-02-19 15:27:05
1971,惊蛰,1971-03-06 13:34:49
1971,春分,1971-03-21 14:38:09
1971,清明,1971-04-05 18:36:02
1971,谷雨,1971-04-21 01:54:10
1971,立夏,1971-05-06 12:08:09
1971,小满,1971-05-22 01:14:54
1971,芒种,1971-06-06 16:28:48
1971,夏至,1971-06-22 09:19:26
1971,小暑,1971-07-08 02:50:59
1971,大暑,1971-07-23 20:14:36
1971,立秋,1971-08-08 12:40:05
1971,处暑,1971-08-24 03:15:13
1971,白露,1971-09-08 15:30:10
1971,秋分,1971-09-24 00:44:54
1971,寒露,1971-10-09 06:58:33
1971,霜降,1971-10-24 09:53:05
1971,立冬,1971-11-08 09:56:30
1971,小雪,1971-11-23 07:13:47
1971,大雪,1971-12-08 02:35:33
1971,冬至,1971-12-22 20:23:43
1972,小寒,1972-01-06 13:41:45
1972,大寒,1972-01-21 06:58:54
1972,立春,1972-02-05 01:20:12
1972,雨水,1972-02-19 21:11:20
1972,惊蛰,1972-03-05 19:28:03
1972,春分,1972-03-20 20:21:21
1972,清明,1972-04-05 00:28:48
1972,谷雨,1972-04-20 07:37:26
1972,立夏,1972-05-05 18:01:09
1972,小满,1972-05-21 06:59:31
1972,芒种,1972-06-05 22:21:58
1972,夏至,1972-06-21 15:06:09
1972,小暑,1972-07-07 08:42:49
1972,大暑,1972-07-23 02:02:30
1972,立秋,1972-08-07 18:28:30
1972,处暑,1972-08-23 09:03:02
1972,白露,1972-09-07 21:15:07
1972,秋分,1972-09-23 06:32:43
1972,寒露,1972-10-08 12:41:45
1972,霜降,1972-10-23 15:41:23
1972,立冬,1972-11-07 15:39:22
1972,小雪,1972-11-22 13:02:37
1972,大雪,1972-12-07 08:18:40
1972,冬至,1972-12-22 02:12:50
1973,小寒,1973-01-05 19:25:15
1973,大寒,1973-01-20 12:48:09
1973,立春,1973-02-04 07:04:06
1973,雨水,1973-02-19 03:01:05
1973,惊蛰,1973-03-06 01:12:30
1973,春分,1973-03-21 02:12:26
1973,清明,1973-04-05 06:13:53
1973,谷雨,1973-04-20 13:30:25
1973,立夏,1973-05-05 23:46:28
1973,小满,1973-05-21 12:53:52
1973,芒种,1973-06-06 04:06:52
1973,夏至,1973-06-21 21:00:33
1973,小暑,1973-07-07 14:27:21
1973,大暑,1973-07-23 07:55:31
1973,立秋,1973-08-08 00:12:49
1973,处暑,1973-08-23 14:53:26
1973,白露,1973-09-08 02:59:23
1973,秋分,1973-09-23 12:21:03
1973,寒露,1973-10-08 18:27:08
1973,霜降,1973-10-23 21:30:04
1973,立冬,1973-11-07 21:27:31
1973,小雪,1973-11-22 18:54:00
1973,大雪,1973-12-07 14:10:24
1973,冬至,1973-12-22 08:07:48
1974,小寒,1974-01-06 01:20:01
1974,大寒,1974-01-20 18:45:41
1974,立春,1974-02-04 13:00:02
1974,雨水,1974-02-19 08:58:34
1974,惊蛰,1974-03-06 07:07:04
1974,春分,1974-03-21 08:06:36
1974,清明,1974-04-05 12:05:05
1974,谷雨,1974-04-20 19:18:55
1974,立夏,1974-05-06 05:33:58
1974,小满,1974-05-21 18:36:05
1974,芒种,1974-06-06 09:51:41
1974,夏至,1974-06-22 02:37:37
1974,小暑,1974-07-07 20:11:05
1974,大暑,1974-07-23 13:30:12
1974,立秋,1974-08-08 05:57:09
1974,处暑,1974-08-23 20:28:41
1974,白露,1974-09-08 08:45:03
1974,秋分,1974-09-23 17:58:26
1974,寒露,1974-10-09 00:14:40
1974,霜降,1974-10-24 03:10:39
1974,立冬,1974-11-08 03:18:03
1974,小雪,1974-11-23 00:38:30
1974,大雪,1974-12-07 20:04:43
1974,冬至,1974-12-22 13:56:00
1975,小寒,1975-01-06 07:17:38
1975,大寒,1975-01-21 00:36:18
1975,立春,1975-02-04 18:59:18
1975,雨水,1975-02-19 14:49:44
1975,惊蛰,1975-03-06 13:05:51
1975,春分,1975-03-21 13:56:42
1975,清明,1975-04-05 18:01:34
1975,谷雨,1975-04-21 01:07:17
1975,立夏,1975-05-06 11:27:13
1975,小满,1975-05-22 00:23:42
1975,芒种,1975-06-06 15:41:59
1975,夏至,1975-06-22 08:26:26
1975,小暑,1975-07-08 01:59:25
1975,大暑,1975-07-23 19:21:48
1975,立秋,1975-08-08 11:44:58
1975,处暑,1975-08-24 02:23:34
1975,白露,1975-09-08 14:33:15
1975,秋分,1975-09-23 23:55:05
1975,寒露,1975-10-09 06:02:05
1975,霜降,1975-10-24 09:06:04
1975,立冬,1975-11-08 09:02:42
1975,小雪,1975-11-23 06:30:48
1975,大雪,1975-12-08 01:46:10
1975,冬至,1975-12-22 19:45:33
1976,小寒,1976-01-06 12:57:18
1976,大寒,1976-01-21 06:25:05
1976,立春,1976-02-05 00:39:26
1976,雨水,1976-02-19 20:39:57
1976,惊蛰,1976-03-05 18:48:08
1976,春分,1976-03-20 19:49:41
1976,清明,1976-04-04 23:46:31
1976,谷雨,1976-04-20 07:03:01
1976,立夏,1976-05-05 17:14:28
1976,小满,1976-05-21 06:21:08
1976,芒种,1976-06-05 21:31:18
1976,夏至,1976-06-21 14:24:12
1976,小暑,1976-07-07 07:50:56
1976,大暑,1976-07-23 01:18:29
1976,立秋,1976-08-07 17:38:25
1976,处暑,1976-08-23 08:18:18
1976,白露,1976-09-07 20:28:12
1976,秋分,1976-09-23 05:48:13
1976,寒露,1976-10-08 11:58:01
1976,霜降,1976-10-23 14:58:03
1976,立冬,1976-11-07 14:58:34
1976,小雪,1976-11-22 12:21:31
1976,大雪,1976-12-07 07:40:56
1976,冬至,1976-12-22 01:35:05
1977,小寒,1977-01-05 18:51:01
1977,大寒,1977-01-20 12:14:21
1977,立春,1977-02-04 06:33:24
1977,雨水,1977-02-19 02:30:25
1977,惊蛰,1977-03-06 00:44:14
1977,春分,1977-03-21 01:42:19
1977,清明,1977-04-05 05:45:50
1977,谷雨,1977-04-20 12:57:13
1977,立夏,1977-05-05 23:16:03
1977,小满,1977-05-21 12:14:24
1977,芒种,1977-06-06 03:32:06
1977,夏至,1977-06-21 20:13:50
1977,小暑,1977-07-07 13:47:52
1977,大暑,1977-07-23 07:03:38
1977,立秋,1977-08-07 23:30:08
1977,处暑,1977-08-23 14:00:11
1977,白露,1977-09-08 02:15:40
1977,秋分,1977-09-23 11:29:14
1977,寒露,1977-10-08 17:44:02
1977,霜降,1977-10-23 20:40:41
1977,立冬,1977-11-07 20:45:51
1977,小雪,1977-11-22 18:06:56
1977,大雪,1977-12-07 13:30:45
1977,冬至,1977-12-22 07:23:03
1978,小寒,1978-01-06 00:43:10
1978,大寒,1978-01-20 18:03:59
1978,立春,1978-02-04 12:26:59
1978,雨水,1978-02-19 08:20:59
1978,惊蛰,1978-03-06 06:38:11
1978,春分,1978-03-21 07:33:35
1978,清明,1978-04-05 11:39:17
1978,谷雨,1978-04-20 18:49:33
1978,立夏,1978-05-06 05:08:29
1978,小满,1978-05-21 18:08:27
1978,芒种,1978-06-06 09:23:05
1978,夏至,1978-06-22 02:09:36
1978,小暑,1978-07-07 19:37:02
1978,大暑,1978-07-23 13:00:16
1978,立秋,1978-08-08 05:17:43
1978,处暑,1978-08-23 19:56:45
1978,白露,1978-09-08 08:02:24
1978,秋分,1978-09-23 17:25:26
1978,寒露,1978-10-08 23:31:00
1978,霜降,1978-10-24 02:37:17
1978,立冬,1978-11-08 02:34:06
1978,小雪,1978-11-23 00:04:38
1978,大雪,1978-12-07 19:20:00
1978,冬至,1978-12-22 13:21:00
1979,小寒,1979-01-06 06:31:35
1979,大寒,1979-01-21 00:00:03
1979,立春,1979-02-04 18:12:21
1979,雨水,1979-02-19 14:13:19
1979,惊蛰,1979-03-06 12:19:38
1979,春分,1979-03-21 13:21:57
1979,清明,1979-04-05 17:17:58
1979,谷雨,1979-04-21 00:35:23
1979,立夏,1979-05-06 10:47:16
1979,小满,1979-05-21 23:53:51
1979,芒种,1979-06-06 15:05:15
1979,夏至,1979-06-22 07:56:08
1979,小暑,1979-07-08 01:24:37
1979,大暑,1979-07-23 18:48:31
1979,立秋,1979-08-08 11:10:51
1979,处暑,1979-08-24 01:46:44
1979,白露,1979-09-08 13:59:42
1979,秋分,1979-09-23 23:16:22
1979,寒露,1979-10-09 05:29:59
1979,霜降,1979-10-24 08:27:47
1979,立冬,1979-11-08 08:32:43
1979,小雪,1979-11-23 05:54:03
1979,大雪,1979-12-08 01:17:46
1979,冬至,1979-12-22 19:09:45
1980,小寒,1980-01-06 12:28:55
1980,大寒,1980-01-21 05:48:38
1980,立春,1980-02-05 00:09:31
1980,雨水,1980-02-19 20:01:39
1980,惊蛰,1980-03-05 18:16:32
1980,春分,1980-03-20 19:09:40
1980,清明,1980-04-04 23:14:46
1980,谷雨,1980-04-20 06:22:46
1980,立夏,1980-05-05 16:44:37
1980,小满,1980-05-21 05:42:14
1980,芒种,1980-06-05 21:03:52
1980,夏至,1980-06-21 13:47:08
1980,小暑,1980-07-07 07:23:58
1980,大暑,1980-07-23 00:42:02
1980,立秋,1980-08-07 17:08:32
1980,处暑,1980-08-23 07:40:38
1980,白露,1980-09-07 19:53:25
1980,秋分,1980-09-23 05:08:36
1980,寒露,1980-10-08 11:19:10
1980,霜降,1980-10-23 14:17:24
1980,立冬,1980-11-07 14:18:10
1980,小雪,1980-11-22 11:41:19
1980,大雪,1980-12-07 07:01:15
1980,冬至,1980-12-22 00:56:04
1981,小寒,1981-01-05 18:12:40
1981,大寒,1981-01-20 11:35:59
1981,立春,1981-02-04 05:55:22
1981,雨水,1981-02-19 01:51:36
1981,惊蛰,1981-03-06 00:05:02
1981,春分,1981-03-21 01:02:49
1981,清明,1981-04-05 05:04:59
1981,谷雨,1981-04-20 12:18:33
1981,立夏,1981-05-05 22:34:48
1981,小满,1981-05-21 11:39:26
1981,芒种,1981-06-06 02:52:41
1981,夏至,1981-06-21 19:44:41
1981,小暑,1981-07-07 13:11:55
1981,大暑,1981-07-23 06:39:44
1981,立秋,1981-08-07 22:57:11
1981,处暑,1981-08-23 13:38:07
1981,白露,1981-09-08 01:43:09
1981,秋分,1981-09-23 11:05:06
1981,寒露,1981-10-08 17:09:25
1981,霜降,1981-10-23 20:12:45
1981,立冬,1981-11-07 20:08:24
1981,小雪,1981-11-22 17:35:57
1981,大雪,1981-12-07 12:51:16
1981,冬至,1981-12-22 06:50:38
1982,小寒,1982-01-06 00:02:38
1982,大寒,1982-01-20 17:30:53
1982,立春,1982-02-04 11:45:22
1982,雨水,1982-02-19 07:46:24
1982,惊蛰,1982-03-06 05:54:30
1982,春分,1982-03-21 06:55:47
1982,清明,1982-04-05 10:52:43
1982,谷雨,1982-04-20 18:07:27
1982,立夏,1982-05-06 04:20:02
1982,小满,1982-05-21 17:22:52
1982,芒种,1982-06-06 08:35:53
1982,夏至,1982-06-22 01:22:59
1982,小暑,1982-07-07 18:54:36
1982,大暑,1982-07-23 12:15:28
1982,立秋,1982-08-08 04:41:47
1982,处暑,1982-08-23 19:15:14
1982,白露,1982-09-08 07:31:39
1982,秋分,1982-09-23 16:46:06
1982,寒露,1982-10-08 23:02:02
1982,霜降,1982-10-24 01:57:41
1982,立冬,1982-11-08 02:04:03
1982,小雪,1982-11-22 23:23:16
1982,大雪,1982-12-07 18:48:07
1982,冬至,1982-12-22 12:38:09
1983,小寒,1983-01-06 05:58:47
1983,大寒,1983-01-20 23:16:55
1983,立春,1983-02-04 17:39:44
1983,雨水,1983-02-19 13:30:32
1983,惊蛰,1983-03-06 11:47:12
1983,春分,1983-03-21 12:38:43
1983,清明,1983-04-05 16:44:24
1983,谷雨,1983-04-20 23:50:12
1983,立夏,1983-05-06 10:10:53
1983,小满,1983-05-21 23:06:29
1983,芒种,1983-06-06 14:25:42
1983,夏至,1983-06-22 07:08:42
1983,小暑,1983-07-08 00:43:12
1983,大暑,1983-07-23 18:04:08
1983,立秋,1983-08-08 10:29:36
1983,处暑,1983-08-24 01:07:24
1983,白露,1983-09-08 13:19:55
1983,秋分,1983-09-23 22:41:26
1983,寒露,1983-10-09 04:50:59
1983,霜降,1983-10-24 07:54:10
1983,立冬,1983-11-08 07:52:08
1983,小雪,1983-11-23 05:18:15
1983,大雪,1983-12-08 00:33:35
1983,冬至,1983-12-22 18:29:51
1984,小寒,1984-01-06 11:40:49
1984,大寒,1984-01-21 05:05:04
1984,立春,1984-02-04 23:18:47
1984,雨水,1984-02-19 19:16:19
1984,惊蛰,1984-03-05 17:24:43
1984,春分,1984-03-20 18:24:26
1984,清明,1984-04-04 22:22:23
1984,谷雨,1984-04-20 05:38:11
1984,立夏,1984-05-05 15:51:00
1984,小满,1984-05-21 04:57:39
1984,芒种,1984-06-05 20:08:42
1984,夏至,1984-06-21 13:02:17
1984,小暑,1984-07-07 06:29:13
1984,大暑,1984-07-22 23:58:14
1984,立秋,1984-08-07 16:17:54
1984,处暑,1984-08-23 07:00:06
1984,白露,1984-09-07 19:09:43
1984,秋分,1984-09-23 04:32:47
1984,寒露,1984-10-08 10:42:27
1984,霜降,1984-10-23 13:45:37
1984,立冬,1984-11-07 13:45:28
1984,小雪,1984-11-22 11:10:36
1984,大雪,1984-12-07 06:27:59
1984,冬至,1984-12-22 00:22:44
1985,小寒,1985-01-05 17:35:00
1985,大寒,1985-01-20 10:57:28
1985,立春,1985-02-04 05:11:45
1985,雨水,1985-02-19 01:07:20
1985,惊蛰,1985-03-05 23:16:24
1985,春分,1985-03-21 00:13:43
1985,清明,1985-04-05 04:13:34
1985,谷雨,1985-04-20 11:25:39
1985,立夏,1985-05-05 21:42:28
1985,小满,1985-05-21 10:42:50
1985,芒种,1985-06-06 01:59:54
1985,夏至,1985-06-21 18:44:05
1985,小暑,1985-07-07 12:18:32
1985,大暑,1985-07-23 05:36:26
1985,立秋,1985-08-07 22:04:11
1985,处暑,1985-08-23 12:35:40
1985,白露,1985-09-08 00:52:58
1985,秋分,1985-09-23 10:07:23
1985,寒露,1985-10-08 16:24:30
1985,霜降,1985-10-23 19:21:45
1985,立冬,1985-11-07 19:29:24
1985,小雪,1985-11-22 16:50:37
1985,大雪,1985-12-07 12:16:16
1985,冬至,1985-12-22 06:07:35
1986,小寒,1986-01-05 23:28:01
1986,大寒,1986-01-20 16:46:12
1986,立春,1986-02-04 11:07:44
1986,雨水,1986-02-19 06:57:33
1986,惊蛰,1986-03-06 05:12:09
1986,春分,1986-03-21 06:02:40
1986,清明,1986-04-05 10:06:04
1986,谷雨,1986-04-20 17:12:05
1986,立夏,1986-05-06 04:30:29
1986,小满,1986-05-21 17:27:52
1986,芒种,1986-06-06 08:44:17
1986,夏至,1986-06-22 01:29:56
1986,小暑,1986-07-07 19:00:44
1986,大暑,1986-07-23 12:24:20
1986,立秋,1986-08-08 04:45:35
1986,处暑,1986-08-23 19:25:42
1986,白露,1986-09-08 07:34:36
